Reaction,ReactionName,Flux
COLIPAabctex,"Core oligosaccharide lipid A transport via ABC system (periplasm to extracellular)",0
ENLIPAabctex,"Phosphoethanolamine lipid A transport via ABC system (periplasm to extracellular)",0
DM_mththf_c,"Sink needed to allow (2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran to leave system",0
PYROX,"Pyrimidine oxygenase",0
BMOGDS1,"Bis-molybdopterin guanine dinucleotide synthase (single GDP)",0
MPTS,"Molybdopterin synthase",0
MOCOS,"Molybdenum cofactor synthase",0
BMOGDS2,"Bis-molybdopterin guanine dinucleotide synthase",0
FESD2s,"Iron-sulfur cluster damage (nitrous oxide, spontaneous)",0
OCTNLL,"Octanoate non-lipoylated apo domain ligase",0
DARBt3ipp,"D-arabinose transport via proton antiport (periplasm)",0
SALCNH,"Salicin hydrolase",0
CLBH,"Cellobiose hydrolase",0
CLB6PH,"Cellobiose hydrolase",0
CLBtpp,"Cellobiose transport via permease",0
SALCtpp,"Salicin transport via permease",0
SALCptspp,"Salicin transport via PEPPyr  periplasm ",0
CLBptspp,"Cellobiose transport via PEPPyr  periplasm ",0
TYRTRS,"Tyrosyl-tRNA synthetase",0
PHETRS,"Phenylalanyl-tRNA synthetase",0
THRTRS,"Threonyl-tRNA synthetase",0
TAG1PK,"D Tagatose 1 phosphate kinase",0
DC6PH,"Diacetylchitobiose-6-phosphate hydrolase",0
CHITPH,"Chitobiose-6-phosphate hydrolase",0
CHITOBpts,"Chitobiose transport via PTS",0
ASPTRS,"Aspartyl-tRNA synthetase",0
ARGTRS,"Arginyl-tRNA synthetase",0
DARBabcpp,"D-arabinose transport via ABC system (periplasm)",0
SALSYN,"Salicylate synthase",0
FEex,"Iron transporter",0
FEpp,"Iron transporter",0
ADOCBLPS,"Adenosylcobalamin phosphate synthase",0
METTRS,"Methionyl-tRNA synthetase",0
SALCHS4FEtonex,"Salmochelin S4 Fe III transport via ton system extracellular",0
DMALRED,"(S)-Malate:(acceptor) oxidoreductase",0
3hoxpactex,"3 hydroxyphenylacetic acid transport via diffusion extracellular to periplasm ",0
AEPtex,"AEP transport via diffusion extracellular to periplasm ",0
GALAMtex,"D Galactosamine transport transport via diffusion extracellular to periplasm ",0
AIRStex,"Aminoimidazole riboside transport via diffusion extracellular to periplasm ",0
2PGtex,"D Glycerate 2 phosphate transport via diffusion extracellular to periplasm ",0
OAAtex,"Oxaloacetate transport via diffusion extracellular to periplasm ",0
DRIBtex,"Deoxyribose transport via diffusion extracellular to periplasm ",0
FOAMtex,"Formamide transport via diffusion extracellular to periplasm ",0
RAFFtex,"Raffinose transport transport via diffusion extracellular to periplasm ",0
ACONCtex,"Cisaconitat transport via diffusion extracellular to periplasm ",0
4HTHRtex,"4-hydroxy-L-threonine transport",0
PENGt1,"Penicillin transport via outer membrane porin",0
SALCNtex,"Salicin transport transport via diffusion extracellular to periplasm ",0
3PGtex,"3 Phospho D glycerate transport via diffusion extracellular to periplasm ",0
DXYLUDtex,"1-deoxy-d-xyluose transport",0
6APAt1,"6 aminopenicillanic acid transport via outer membrane porin",0
PACt1,"Phenylacetic acid transport via outer membrane porin",0
GULNLtex,"L-gulonate transport",0
HPAtex,"4-hydroxyphenylacetate transport via diffusion (extracellular to periplasm)",0
TETtex,"Tetrathionate transport via diffusion extracellular to periplasm ",0
DARBtex,"D-arabinose transport via diffusion (extracellular to periplasm)",0
TAGtex,"D Tagatose transport via diffusion extracellular to periplasm ",0
SALCHSXtex,"Salmochelin SX via diffusion extracellular to periplasm",0
ICITtex,"Citrate transport via diffusion extracellular to periplasm ",0
4HOXPACt2pp,"4 hydroxyphenylacetate transport in via proton symport periplasm ",0
UPLA4NT,"Undecaprenyl phosphate 4-amino-4-deoxy L-arabinose synthase",0
NPHS,"Naphthoate synthase",0
DHACOAH,"2,3-dehydroadipyl-CoA hydratase",0
TTDCAtexi,"Tetradecanoate transport via facilitated irreversible diffusion (extracellular to periplasm)",0
HDCAtexi,"Hexadecanoate transport via facilitated irreversible diffusion (extracellular to periplasm)",0
DDCAtexi,"Fatty acid (dodecanoate) transport via facilitated irreversible diffusion (extracellular to periplasm)",0
TTDCEAtexi,"Tetradecenoate transport via facilitated irreversible diffusion (extracellular to periplasm)",0
HDCAt2pp,"Hexadecanoate transport via proton symport",0
HDCEAtexi,"Hexadecenoate transport via facilitated irreversible diffusion (extracellular to periplasm)",0
OCDCAtexi,"Octadecanoate transport via facilitated irreversible diffusion (extracellular to periplasm)",0
OCDCEAtexi,"Octadecenoate (n-C18:1) transport via facilitated irreversible diffusion (extracellular to periplasm)",0
OCDCEAt2pp,"Octadecenoate transport via proton symport",0
OCDCAt2pp,"Octadecanoate transport via proton symport",0
DDCAt2pp,"Dodecanoate transport via proton symport",0
TTDCAt2pp,"Tetradecanoate transport via proton symport",0
INSt2pp,"Inosine transport in via proton symport (periplasm)",0
SLCYSS,"O-acetyl-L-serine sulfhydrylase",0
SLNTtpp,"Selenite transport via proton symport (periplasm)",0
SELtpp,"Selenate transport via proton symport (periplasm)",0
HISTRS,"Histidyl-tRNA synthetase",0
MECDPDH2,"2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase",0
THZPSN,"Thiazole phosphate synthesis",0
OXPTNDH,"Glutarate-semialdehyde:NAD+ oxidoreductase",0
ALATRS,"Alanyl-tRNA synthetase",0
NMNR,"Nmn hydrolysis",0
DARBt2rpp,"D-arabinose transport via proton symport (periplasm)",0
3OXCOAT,"3-oxoadipyl-CoA thiolase",0
LYSTRS,"Lysyl-tRNA synthetase",0
PFOR,"Pyruvate flavodoxin oxidoreductase",0
FLDR,"Flavodoxin reductase (NADPH)",0
OMPHHX,"2-octaprenyl-6-methoxyphenol hydroxylase",0
PPCSCT,"Propanoyl-CoA: succinate CoA-transferase",1000
MMM2,"Methylmalonyl-CoA mutase",0
4HTHRtrpp,"4-hydroxy-L-threonine transport",0
PPRDNDH,"Piperideine dehydrogenase",0
ACGALptspp,"N-Acetyl-D-galactosamine transport via PEP:Pyr PTS  (periplasm)",0
GALAMPTSpp,"D Galactosamine transport via PEPPyr  periplasm ",0
GALAM6PISO,"Galactosamine-6-phosphate deaminase",0
ACGAL6PDA,"N-Acetyl D-galactosamine-6-phosphate deacetylation",0
ENLIPIDAt1ex,"Phosphoethanolamine lipid IVa transport via vector periplasm to extracellular",0
FMETTRS,"Methionyl-tRNA formyltransferase",0
DSCLCOCH,"Sirohydrochlorin cobaltochelatase",0
TRPTRS,"Tryptophanyl-tRNA synthetase",0
OAAt2_2pp,"Oxaloacetate transport via proton symport 2 H  periplasm ",0
GLYTRS,"Glycyl-tRNA synthetase",0
XYLUt2pp,"L-xylulose transport in via proton symport (periplasm)",0
IMACTD,"Imidazole acetaldeyde dehydrogenase",0
ALDD2x,"Aldehyde dehydrogenase (acetaldehyde, NAD)",0
ALDD31,"Aminoacetaldehyde oxidation",0
GLYALDDr,"D-Glyceraldehyde dehydrogenase",0
GLXO1,"Glyoxylate oxidase",0
4ABUTD,"4-Aminobutyraldehyde:NAD+ oxidoreductase",0
SELCYSS,"Selenocysteine synthase",0
GLCR1TRA1,"Glucosyltransferase I LPS R1 core synthesis ",0
GLCR1TRB1,"Glucosyltransferase I LPS R1 core synthesis ",0
GLCTR3,"Glucosyltransferase III (LPS core synthesis)",0
GALR1TRA2,"Galactosyltransferase II  LPS R1 core synthesis ",0
GALR1TRB2,"Galactosyltransferase II  LPS R1 core synthesis ",0
HEPKA2,"LPS heptose kinase II  LPS core synthesis ",0
HEPKB2,"LPS heptose kinase II  LPS core synthesis ",0
GALR1TRA1,"Galactosyltransferase I  LPS R1 core synthesis ",0
GALR1TRB1,"Galactosyltransferase I  LPS R1 core synthesis ",0
HEPT3,"Heptosyltransferase III (LPS core synthesis)",0
URFGTT,"UDP-L-rhamnose:flavonol-3-O-D-glucoside L-rhamnosyltransferase",0
AMMQT8_2,"S-adenosylmethione:2-demethylmenaquinone methyltransferase",0
OPHHX,"2-Octaprenylphenol hydroxylase",0
GHBDHx,"Gamma-hydroxybutyrate dehydrogenase (NADH)",0
NMNHYD,"Nicotinamide ribonucleotide phosphohydrolase",0
NICRNS,"Nicotinate D-ribonucleotide synthase (ATP)",0
SBDH,"L-sorbosone dehydrogenase",0
UNK3,"2-keto-4-methylthiobutyrate transamination",0
TRPTA,"Tryptophan transaminase",0
PDHcr,"Pyruvate dehydrogenase (dihydrolipoamide dehydrogenase) reversible",0
3HBCOAHL,"3-hydroxyisobutyryl-CoA hydrolase",0
ARGDr,"Arginine deiminase",0
VALTRS,"Valyl-tRNA synthetase",0
RNMK,"Ribosylnicotinamide kinase",0
4HTHRS,"4-Hydroxy-L-threonine synthase",0
ILETRS,"Isoleucyl-tRNA synthetase",0
ENLIPIDAt2ex,"Phosphoethanolamine lipid IVa transport via vector periplasm to extracellular",0
URIDK2r,"Uridylate kinase (dUMP)",-0.294610778443143
PROTRS,"Prolyl-tRNA synthetase",0
LEUt4rpp,"L-leucine transport in via sodium symport",-1000
ALLTAMH,"Allantoate amidohydrolase",0
CYSTRS,"Cysteinyl-tRNA synthetase",0
AGMPTRCtpp,"Agmatine/putrescine antiporter (periplasm)",1000
ENTERES2,"Enterochelin Esterase (Fe containing)",0
ENTERH,"Enterobactin hydrolase",0
FE3DHBZSabcpp,"Ferric 2,3-dihydroxybenzoylserine transport via ABC system (periplasm)",0
SALCHS4FEabcpp,"Salmochelin S4 Fe III transport via ABC system periplasm",0
SALCHS2FEabcpp,"Salmochelin s2 Fe III transport via ABC system periplasm",0
ADOCBLPP,"Adenosylcobalamin phosphate phosphatase",0
LEUTRS,"Leucyl-tRNA synthetase",0
OMMBLHX,"2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase",0
GLNTRS,"Glutaminyl-tRNA synthetase",0
GLCOAS,"Glutaryl-CoA synthetase",0
RNAMtpp,"Nicotinamide riboside transport",0
SERTRS2,"Seryl-tRNA synthetase (selenocystein)",0
SERTRS,"Seryl-tRNA synthetase",0
ASNTRS,"Asparaginyl-tRNA synthetase",0
URAt2pp,"Uracil transport in via proton symport (periplasm)",0
PROD2,"Proline dehydrogenase",0
AH6PI,"Arabino-3-hexulose-6-P Isomerase",0
PPOR,"Phenylpyruvate:oxygen oxidoreductase (hydroxylating,decarboxylating)",0
SALCHS2FEtonex,"Salmochelin S2 Fe III import",0
SALCHS4abcpp,"Salmochelin S4 transport via ABC system periplasm",0
FEENTER2tpp,"Enterochelin transport2 via ABC system periplasm",0
ENTERGLCT1,"Enterobactin C-glucosyltransferase 1",0
ENTERGLCT2,"Enterobactin C-glucosyltransferase 2",0
MNabc_1,"Manganese Mn2 transport via ABC system periplasm ",0
HEPK2,"LPS heptose kinase II (LPS core synthesis)",0
GLCTR2,"Glucosyltransferase II (LPS core synthesis)",0
DRBK,"Deoxyribokinase",0
DRIBtpp,"Deoxy D ribose transport via proton symport periplasm ",0
UAG4Ei,"UDP-N-acetylglucosamine 4-epimerase",0
DKFPS2,"6 deoxy 5 ketofructose 1 phosphate synthase 2 (from fdp)",0
RAFHpp,"Raffinose hydrolase",0
RAFH,"Raffinose hydrolyzing enzyme",0
HHDDI,"2-hydroxyhepta-2,4-diene-1,7-dioate isomerase",0
OPETDC,"OPET decarboxylase",0
OPTCCL,"5 carboxy 2 oxohept 3 enedioate decarboxylation",0
CMCMSAD,"4 carboxy 2 hydroxymuconate 6 semialdehyde dehydrogenase",0
DHPDO,"3 4 dihydroxyphenylacetate 2 3 dioxygenase",0
CMHMI,"5 carboxymethyl 2 hydroxymuconate delta isomerase",0
OHEDH,"2-oxo-hept-3-ene-1,7-dioate hydratase",0
2HH24DDH1,"2hh24dd hydratase",0
2HH24DDH,"2hh24dd hydratase",0
4H2KPILY,"4h2kpi Lyase",0
3HOXPACt2pp,"HPA permease",0
HPA3MO,"4 hydroxyphenylacetate 3 monooxygenase nadh",0
3HPAOX,"HPA monooxygenase",0
4HOXPACMOF,"4 hydroxyphenylacetate 3 monooxygenase FADH2",0
4H3NPACAM,"4 hydroxy 3 nitrophenylacetate amidase",0
PENAM,"Penicillin Amidase",0
34PHACTE,"Phenylacetyl CoA thioesterase",0
2PHACTE,"Phenylacetyl CoA thioesterase",0
3PHACTE,"Phenylacetyl CoA thioesterase",0
4PHACTE,"Phenylacetyl CoA thioesterase",0
PHACTE,"Phenylacetyl CoA thioesterase",0
35PHACTE,"Phenylacetyl CoA thioesterase",0
PHACOAOR,"Phenylacetyl-CoA oxygenase/reductase",0
3PHACOAOR,"Phenylacetyl CoA oxygenase/reductase",0
3NTYROXDApp,"3 Nitrotyramine oxygen oxidoreductase deaminating  flavin containing   periplasm ",0
34DHALDD,"Aldehyde dehydrogenase  3 4 dihydroxyphenylacetaldehyde  NAD ",0
4H3NALDD,"Aldehyde dehydrogenase  4 hydroxy 3 nitrophenylacetaldehyde  NAD ",0
4HALDD,"Aldehyde dehydrogenase  4 hydroxyphenylacetaldehyde  NAD ",0
G3PCT,"Glycerol-3-phosphate cytidylyltransferase",0
GLCtex,"Glucose transport via diffusion (extracellular to periplasm)",10
ICHORS,"Isochorismate synthase",0
12PPDStpp,"(S)-Propane-1,2-diol facilitated transport (periplasm)",0
MALt5,"Na+/malate symporter",0
SALCHS2FEexs,"Salmochelin S2 Fe(III) binding (spontaneous)",0
SALCHS4FEexs,"Salmochelin S4 Fe(III) binding (spontaneous)",0
DHPTDCs,"4,5-dihydroxy-2,3-pentanedione cyclization (spontaneous)",0
EX_hista_e,"Histamine exchange",0
EX_pep_e,"Phosphoenolpyruvate exchange",0
AMPEP13,"Aminopeptidase ",0
AIRStpp,"Aminoimidazole riboside facilitated transport periplasm ",0
EX_feroxEfe_e,"Ferrioxamine E fe exchange",0
GLYLMETabcpp,"Gly-Met transport via ABC system (periplasm)",0
MMETt2pp,"S-methylmethionine permease (periplasm)",0
ALAASPtex,"Ala-Asp transport via diffusion (extracellular to periplasm)",0
EX_airs_e,"Aminoimidazole riboside exchange",0
GLYASNabcpp,"Gly-Asn transport via ABC system (periplasm)",0
EX_acglu_e,"Exchange of N-Acetyl-L-Glutamate",0
CYNTt2pp,"Cyanate transport via proton symport (periplasm)",0
GLYLGLUtpp,"glycyl-L-glutamate transport in via proton symport (periplasm)",1000
GLYASNtpp,"Gly-Asn transport in via proton symport (periplasm)",0
ALAGLYtex,"Ala-Gly transport via diffusion (extracellular to periplasm)",0
LALALGLUabcpp,"Ala-Glu transport via ABC system (periplasm)",0
AMPEP29,"Aminopeptidase ",0
EX_lipa_e,"KDO(2)-lipid (A) exchange",0
r0085,"2-Oxoglutaramate amidohydrolase Glutamate metabolism EC:3.5.1.3",0
GLYGLUtpp,"Gly-Glu transport in via proton symport (periplasm)",-1000
EX_acon_C_e,"Cisaconitate exchange",0
EX_3ntym_e,"3ntyramine Exchange reaction",0
ALAGLYabcpp,"Ala-Gly transport via ABC system (periplasm)",0
EX_abt__D_e,"D-Arabitol exchange",0
DM_lipidA_core_e_p,"Core lipidA exhcnage",0
EX_L_alagly_e,"Ala L gly exchange",0
EX_pac_e,"Phenylacetic acid exchange",0
EX_mma_e,"EX mma LPAREN e RPAREN ",0
EX_o16a4colipa_e,"(O16 antigen)x4 core oligosaccharide lipid A exchange",0
EX_srb__L_e,"L Sorbose exchange",0
EX_udcpo5_e,"Undecaprenyl diphosphate galactose-rhamnose-mannose-abequose-acetyl Exchange",0
EX_pectin_e,"Pectin exchange",0
HCINNMt2rpp,"3-hydroxycinnamic acid transport via proton symport, reversible (periplasm)",0
SRBptspp,"L-sorbose transport via PEP:Pyr PTS (periplasm)",0
EX_madg_e,"Alpha Methyl D glucoside exchange",0
EX_ala_L_Thr__L_e,"Ala L Thr L exchange",0
EX_xylt_e,"Xylitol exchange",0
EX_ala_L_his__L_e,"Ala His exchange",0
URCN,"Urocanase",0
D5KGPA,"2-Deoxy-5-keto-D-gluconate 6-phosphate aldolase",0
SUCOAS2,"Succinyl-CoA synthetase (ADP-forming) (anaerobe)",0
EX_2hb_e,"2 Hydroxybutyrate exchange",0
EX_guln__L_e,"L-gulonate Exchange",0
EX_val__D_e,"D Valine exchange",0
EX_3hoxpac_e,"3 hydroxy phenylacetic acid exhcnage",0
EX_rbt_e,"Ribitol exchange",0
EX_ham_e,"R_EX_ham_e",0
EX_drib_e,"Deoxy D Ribose exchange",0
AMPEP24,"Aminopeptidase ",0
ALAGLNtex,"Ala-Gln transport via diffusion (extracellular to periplasm)",0
LCARR,"Lacaldehyde reductase (R-propane-1,2-diol forming)",0
EX_dextrin_e,"Dextrin exchange",0
EX_asp__D_e,"D-Aspartate exchange",0
EX_4hthr_e,"4-Hydroxy-L-threonine Exchange",0
EX_salchsx_e,"Salmochelin SX exchange",0
EX_ala_L_leu__L_e,"Ala Leu exchange",0
TARTRtpp,"Tartrate facilitated transport periplasm ",-1000
EX_tet_e,"Tetrathionate exchange",0
EX_asn__D_e,"D Asparagine exchange",0
MTRI,"5-methylthioribose-1-phosphate isomerase",0
LALALLEUtex,"Ala-Leu transport via diffusion (extracellular to periplasm)",0
GLYLGLNabcpp,"Gly-Gln transport via ABC system (periplasm)",0
EX_C02356_e,"(S)-2-Aminobutanoate",0
EX_bhb_e,"(R)-3-Hydroxybutanoate transport via H+ symport",0
AATA,"2 aminoadipate transaminase",0
MDRPD,"5-Methylthio-5-deoxy-D-ribulose 1-phosphate dehydratase",0
LALALLEUabcpp,"Ala-Leu transport via ABC system (periplasm)",0
EX_frmd_e,"Formamide exchange",0
ALAGLYtpp,"Ala-Gly transport in via proton symport (periplasm)",0
AMPEP26,"Aminopeptidase ",0
HPPPNt2rpp,"3-(3-hydroxyphenyl)propionate transport via proton symport, reversible (periplasm)",0
EX_salchs2fe_e,"Salmochelin-S2-Fe-III Exchange",0
3SLAR,"3-sulfolactaldehyde reductase",0
INOSTtpp,"Myo-inositol transport",0
METALAabcpp,"Met-Ala transport via ABC system (periplasm)",0
23DOGULNt4pp,"Na+/ 2,3-Dioxo-L-gulonate symport (periplasm)",0
ALALEUtpp,"Ala-Leu transport in via proton symport (periplasm)",0
EX_feroxG_e,"Ferrioxamine G exchange",0
EX_lipa_cold_e,"Cold adapted KDO(2)-lipid (A) exchange",0
EX_o6a4colipa_e," O6 antigen x4 core oligosaccharide lipid A exchange",0
EX_4hoxpac_e,"4 hydroxy phenylacetic acid exhcnage",0
EX_citr__L_e,"L-Citrulline exchange",0
EX_salcn_e,"Salicin exchange",0
AMPEP32,"Aminopeptidase ",0
GLYPROtpp,"glycyl-L-proline transport in via proton symport (periplasm)",0
INSt2ex,"Inosine transport via diffusion (extracellular to periplasm)",1000
LALALHISabcpp,"Ala-His transport via ABC system (periplasm)",0
EX_icit_e,"Isocitrate exchange",0
GLYGLNtpp,"Gly-Gln transport in via proton symport (periplasm)",0
EX_2obut_e,"2-Oxobutanoate exchange",0
AKGDH2,"2-Oxoglutarate dehydrogenase (anaerobe)",0
AMPEP1,"Aminopeptidase ",0
FE3DHBZR,"Release of Fe(III) from ferric 2,3-dihydroxybenzoylserine",0
EX_6apa_e,"6 amino penicillanic acid exchange",0
TCBt2ex,"Tricarballylate transport into periplasm",0
EX_peng_e,"Penicillin G exchange",0
OMPHHX3,"2-octaprenyl-6-methoxyphenol hydroxylase (anaerobic)",0
ETHAtpp,"Ethanolamine facilitated transport (periplasm)",0
DXYLUDtpp,"1-deoxy-d-xyluose transport",0
GLYPROabcpp,"glycyl-L-proline transport via ABC system (periplasm)",0
EX_colipap_e,"Core oligosaccharide lipid A diphosphate exchange",0
AMPEP8,"Aminopeptidase ",0
EX_fe_e,"Fe[e] Exchange",0
LALALTHRabcpp,"Ala-Thr transport via ABC system (periplasm)",0
AMPEP22,"Aminopeptidase ",0
LALALTHRtex,"Ala-Thr transport via diffusion (extracellular to periplasm)",0
EX_5aptn_e,"5 Aminopentanoate exchange",0
EX_cysi__L_e,"L Cystine exchange",0
EX_rnam_e,"N-Ribosylnicotinamide Exchange",0
EX_tcb_e,"Tricarballylate Exchange",0
EX_CE0074_e,"Alloxan exchange",0
ASNabcpp,"L-asparagine transport via ABC system (periplasm)",0
ALAHIStpp,"Ala-His transport in via proton symport (periplasm)",0
6D6SPA,"6-deoxy-6-sulfofructose-1-phosphate aldolase",0
EX_feroxE_e,"Ferrioxamine E exchange",0
GLYLGLUtex,"glycyl-L-glutamate transport via diffusion (extracellular to periplasm)",0
SCYSSL,"S-sulfo-L-cysteine sulfite lyase ",0
EX_tag__D_e,"D Tagatose exchange",0
EX_bz_e,"Benzoate exchange",0
EX_gly_asn__L_e,"Gly asn L exchange",0
EX_chitob_e,"Chitobiose exchange",0
EX_acolipa_e,"4-Amino-4-deoxy-L-arabinose modified core oligosaccharide lipid A exchange",0
EX_oxa_e,"Oxalate exchange",0
GLYMETtpp,"Gly-Met transport in via proton symport (periplasm)",0
EX_feroxGfe_e,"Ferrioxamine G fe exchange",0
EX_4hphac_e,"4 hydroxyphenylacetate exchange",0
EX_ala_L_asp__L_e,"Ala L asp L exchange",0
CELLB6PH,"D-cellobiose 6`-phosphate hydrolase",0
EX_remnant1_e,"Residual atoms of reaction DMBZIDSYN exchange",0
EX_mbdg_e,"Beta Methylglucoside exchange",0
METALAtex,"Met-Ala transport via diffusion (extracellular to periplasm)",0
EX_3pg_e,"3 Phospho D glycerate exchange",0
INSTt2,"Inositol transport in via proton symport",0
GLYLGLUabcpp,"glycyl-L-glutamate transport via ABC system (periplasm)",0
SRB1PR,"L-sorbose 1-phosphate reductase (NADPH)",0
OPAH,"5-Oxoproline amidohydrolase (ATP-hydrolysing) (ir)",0
MAN1PT,"Mannose 1 phosphate guanylyltransferase",0
MANGLYCptspp,"2-O-alpha-mannosyl-D-glycerate transport via PEP:Pyr PTS (periplasm)",0
EX_23dhbzs3_e,"2-3-dihydroxybenzoylserine trimer Exchange",0
EX_4abz_e,"4 Aminobenzoate exchange",0
BDH,"3-HYDROXYBUTYRATE-DEHYDROGENASE-RXN",0
GLYASNtex,"Gly-Asn transport via diffusion (extracellular to periplasm)",0
AOXSr,"8-amino-7-oxononanoate synthase",0
EX_glx_e,"Glyoxylate exchange",0
EX_kdo2lipid4_e,"KDO(2)-lipid IV(A) exchange",0
ALATHRtpp,"Ala-Thr transport in via proton symport (periplasm)",0
MTRK,"5-methylthioribose kinase",0
AMPEP27,"Aminopeptidase ",0
EX_ad_e,"EX ad LPAREN e RPAREN ",0
ALAGLUtex,"Ala-Glu transport via diffusion (extracellular to periplasm)",0
GLYASPtex,"glycyl-L-aspartate transport via diffusion (extracellular to periplasm)",0
AMPEP5,"Aminopeptidase ",0
AMPEP23,"Aminopeptidase ",0
SUCCt3pp,"Succinate transport out via proton antiport (periplasm)",0
EX_colipa20Oag_e,"O antigen x20 core oligosaccharide lipid A exchange",0
ALAASPtpp,"Ala-Asp transport in via proton symport (periplasm)",0
SRBtex,"L-sorbose transport via diffusion (extracellular to periplasm)",0
PSCLYSt2pp,"Psicoselysine transport via proton symport (periplasm)",0
AMPEP10,"Aminopeptidase ",0
LALALHIStex,"Ala-His transport via diffusion (extracellular to periplasm)",0
EX_2pg_e,"D Glycerate 2 phosphate exchange",0
EX_salchs4_e,"Salmochelin S4 exchange",0
ALAGLUtpp,"Ala-Glu transport in via proton symport (periplasm)",0
EX_tton_e,"Trithionate Exchange",0
METALAtpp,"Met-Ala transport in via proton symport (periplasm)",0
EX_gly_glu__L_e,"Gly glu L exchange",0
AMPEP14,"Aminopeptidase ",0
GLYLGLNtex,"Gly-Gln transport via diffusion (extracellular to periplasm)",0
EX_gly_pro__L_e,"Gly pro L exchange",0
EX_gly_met__L_e,"Gly Met exchange",0
EX_ala_L_gln__L_e,"Ala Gln exchange",0
CYSIabcpp,"L cystine uptake via ABC system periplasm ",0
EX_diact_e,"Diacetyl exchange",0
EX_raffin_e,"Raffinose exchange",0
GLYPROtex,"glycyl-L-proline transport via diffusion (extracellular to periplasm)",0
PYDXOR,"Pyridoxine:NADP+ 4-oxidoreductase",0
XYLTD_D,"Xylitol dehydrogenase  D xyulose forming ",0
EX_AEP_e,"AEP exchange",0
EX_lys__D_e,"D Lysine exchange",0
EX_colipa_e,"Core oligosaccharide lipid A exchange",0
EX_salchs2_e,"Salmochelin-S2 Exchange",0
GLYLMETtex,"Gly-Met transport via diffusion (extracellular to periplasm)",0
VALtpp,"L-Valine transport via diffusion (periplasm)",0
EX_met_L_ala__L_e,"Met L ala L exchange",0
ALAGLNabcpp,"Ala-Gln transport via ABC system (periplasm)",0
EX_arab__D_e,"D Arabinose exchange",0
EX_fe3dhbzs3_e,"2-3-dihydroxybenzoylserine trimer-Fe-III Exchange",0
SBTD_D2,"D sorbitol dehydrogenase  D fructose producing ",0
EX_udcpo4_e,"Undecaprenyl diphosphate galactose-rhamnose-mannose-abequose Exchange",0
EX_oaa_e,"Oxaloacetate exchange",0
EX_galam_e,"D Galactosamine exchange",0
GLYASPabcpp,"glycyl-L-aspartate transport via ABC system (periplasm)",0
EX_pala_e,"Palatinose exchange",0
EX_abt__L_e,"L Arabinitol exchange",0
AMPEP11,"Aminopeptidase ",0
L_LACD4,"L-Lactate dehydrogenase (NAD)",0
EX_kokdolipidA_e,"KO-KDO-LipidA Exchange",0
EX_feroxB_e,"Ferrioxamine B exchange",0
EX_dxyl_e,"1-deoxy-D-xylulose Exchange",0
EX_btd_RR_e," R R  2 3 Butanediol exchange",0
EX_ala_L_glu__L_e,"Ala L glu L exchange",0
EX_feroxBfe_e,"Ferrioxamine B fe exchange",0
EX_colipaOA_e,"Membrane LPS mixture Exchange",0
5DGLCNR,"5-dehydro-D-gluconate reductase",0
EX_glu__D_e,"D Glutamate exchange",0
ALAGLNtpp,"Ala-Gln transport in via proton symport (periplasm)",0
ALAASPabcpp,"Ala-Asp transport via ABC system (periplasm)",0
Q23DO,"Quercetin 2 3 dioxygenase",0
6D6SFK,"6-deoxy-6-sulfofructose kinase",0
GLYASPtpp,"glycyl-L-aspartate transport in via proton symport (periplasm)",0
EX_salchs4fe_e,"Salmochelin S4 Fe III exchange",0
EX_13ppd_e,"1,3-Propanediol exchange",0
EX_gly_asp__L_e,"Gly asp L exchange",0
EX_glycogen_e,"Glycogen exchange",0
EX_gly_gln__L_e,"Gly Gln exchange",0
EX_cspg_c_e,"Chondroitin sulfate C (GalNAc6S-GlcA) proteoglycan exchange",0
BIOMASS_EcN_iHM1533_core_59p80M,"E. coli biomass objective function (iHM1533) - core - with 59.80 GAM estimate",0
4H3NPACALDt2rpp,"4 hydroxy 3 nitrophenylacetaldehyde reversible transport via proton symport periplasm",0
MALDDH,"Malate decarboxylating oxidoreductase (decarboxylating)",0
ArCPSentB,"Phosphopantetheinyl transferase (enterobactin B)",0
PCPSentF,"Phosphopantetheinyl transferase (enterobactin F)",0
ArCPpdsentB,"Aryl-carrier-protein phosphodiesterase (enterobactin B)",0
PCPpdsentF,"Peptidyl-carrier-protein phosphodiesterase (enterobactin F)",0
ENTERS1,"Enterobactin synthetase 1 (entB)",0
ENTERS2,"Enterobactin synthetase 2 (entF)",0
ENTERS3,"Enterobactin synthetase 3 (entB to F)",0
ENTERS4,"Enterobactin synthetase 4 (entF)",0
ENTERGLCT3,"Enterobactin C-glucosyltransferase 3",0
SALCHS4tex,"Salmochelin S4 secretion (to extracellular)",0
SALCHS4FER1,"Fe-Salmochelin S4 reduction (Fe(III)-unloading)",0
SALCHS4FER2,"Fe-Salmochelin S4 reduction (Fe(III)-unloading)",0
SALCHS4FER3,"Fe-Salmochelin S4 reduction (Fe(III)-unloading)",0
SALCHS4Hpp,"Salmochelin s4 hydrolase",0
SALCHS4FEHpp,"Salmochelin s4 fe3 hydrolase",0
SALCHS2tex,"Salmochelin S2 secretion (to extracellular)",0
